Country,Sub-sector,Name of the Plant,,Location,Status ( Whether Operational or Not),Capacity ( in MW),Operator,Owner,Latitude,Longitude,Link
,Solar Energy,Tororo solar project II,,Tororo,operating,10.8,,,0.5906,34.139,https://www.gem.wiki/Tororo_solar_project_II
,,,,,,,,,,,
Ethiopia,Geothermal,Aluto Langano geothermal power plant,,Arsi,construction,35,Ethiopian Electric Power (EEP),Ethiopian Electric Power (EEP) [100%],7.7888,38.7952,https://www.gem.wiki/Aluto_Langano_geothermal_power_plant
,Geothermal,Aluto Langano geothermal power plant,,Arsi,construction,35,Ethiopian Electric Power (EEP),Ethiopian Electric Power (EEP) [100%],7.7888,38.7952,https://www.gem.wiki/Aluto_Langano_geothermal_power_plant
,Geothermal,Aluto Langano geothermal power plant,,Arsi,mothballed,7.3,,,7.7888,38.7952,https://www.gem.wiki/Aluto_Langano_geothermal_power_plant
,Geothermal,Corbetti geothermal power plant,,Shashamane,pre-construction,50,Corbetti Geothermal,InfraCo Africa [33%]; Reykjavik Geothermal [33%]; Berkeley Energy [33%],7.1819,38.4371,https://www.gem.wiki/Corbetti_geothermal_power_plant
,Geothermal,Corbetti geothermal power plant,,Shashamane,pre-construction,100,Corbetti Geothermal,InfraCo Africa [33%]; Reykjavik Geothermal [33%]; Berkeley Energy [33%],7.1819,38.4371,https://www.gem.wiki/Corbetti_geothermal_power_plant
,Geothermal,Tendaho geothermal power plant,,Tendaho,pre-construction,180,Ethiopian Electric Power (EEP),Ethiopian Electric Power (EEP) [100%],11.6925,40.9563,https://www.gem.wiki/Tendaho_geothermal_power_plant
,Geothermal,Tulu Moye geothermal power plant,,Moye,cancelled,50,Meridiam,Reykjavik Geothermal [50%]; Meridiam [50%],8.16711,39.13934,https://www.gem.wiki/Tulu_Moye_geothermal_power_plant
,Geothermal,Tulu Moye geothermal power plant,,Moye,cancelled,100,Meridiam,Reykjavik Geothermal [50%]; Meridiam [50%],8.16711,39.13934,https://www.gem.wiki/Tulu_Moye_geothermal_power_plant
,HydroEnergy,Aleltu East hydroelectric plant,,Oromia,cancelled - inferred 4 y,186,,Ethiopian Electric Power (EEP) [100%],9.2034,39.1538,https://www.gem.wiki/Aleltu_East_hydroelectric_plant
,HydroEnergy,Aleltu West hydroelectric plant,,Oromia,cancelled - inferred 4 y,265,,Ethiopian Electric Power (EEP) [100%],9.2034,39.1538,https://www.gem.wiki/Aleltu_West_hydroelectric_plant
,HydroEnergy,Awash II hydroelectric plant,,East Shewa,operating,64,,,8.3932,39.352,https://www.gem.wiki/Awash_II_hydroelectric_plant
,HydroEnergy,Baro 1 hydroelectric plant,,Illubabor,cancelled - inferred 4 y,200,,Ethiopian Electric Power (EEP) [100%],8.4671,35.4475,https://www.gem.wiki/Baro_1_hydroelectric_plant
,HydroEnergy,Baro 2 hydroelectric plant,,Illubabor,cancelled - inferred 4 y,500,,Ethiopian Electric Power (EEP) [100%],8.5303,35.4452,https://www.gem.wiki/Baro_2_hydroelectric_plant
,HydroEnergy,Beles hydroelectric plant,,West Gojjam,operating,460,,Ethiopian Electric Power (EEP) [100%],11.8204,36.9204,https://www.gem.wiki/Beles_hydroelectric_plant
,HydroEnergy,Chemoga Yeda I hydroelectric plant,,Amhara,shelved - inferred 2 y,162,,Ethiopian Electric Power (EEP) [100%],10.3202,37.732,https://www.gem.wiki/Chemoga_Yeda_I_hydroelectric_plant
,HydroEnergy,Chemoga Yeda II hydroelectric plant,,Amhara,shelved - inferred 2 y,118,,Ethiopian Electric Power (EEP) [100%],10.3202,37.732,https://www.gem.wiki/Chemoga_Yeda_II_hydroelectric_plant
,HydroEnergy,Dabus I hydroelectric plant,,Asosa,shelved - inferred 2 y,304,,Ethiopian Electric Power (EEP) [100%],9.9991,34.876,https://www.gem.wiki/Dabus_I_hydroelectric_plant
,HydroEnergy,Dabus II hydroelectric plant,,Asosa,shelved - inferred 2 y,494,,Ethiopian Electric Power (EEP) [100%],9.9991,34.876,https://www.gem.wiki/Dabus_II_hydroelectric_plant
,HydroEnergy,Didessa hydroelectric plant,,Illubabor,shelved - inferred 2 y,550,,Ethiopian Electric Power (EEP) [100%],8.4539,36.6948,https://www.gem.wiki/Didessa_hydroelectric_plant
,HydroEnergy,Fincha Amerti Neshe hydroelectric plant,,Horo Guduru,operating,97,,Ethiopian Electric Power (EEP) [100%],9.5607,37.3625,https://www.gem.wiki/Fincha_Amerti_Neshe_hydroelectric_plant
,HydroEnergy,Fincha hydroelectric plant,,Horo Guduru,operating,134,,Ethiopian Electric Power (EEP) [100%],9.558,37.3663,https://www.gem.wiki/Fincha_hydroelectric_plant
,HydroEnergy,Geba 1 hydroelectric plant,,Agnuak,pre-construction,220,,Ethiopian Electric Power (EEP) [100%],8.1937,35.1084,https://www.gem.wiki/Geba_1_hydroelectric_plant
,HydroEnergy,Geba 2 hydroelectric plant,,Agnuak,pre-construction,165,,Ethiopian Electric Power (EEP) [100%],8.1937,35.1084,https://www.gem.wiki/Geba_2_hydroelectric_plant
,HydroEnergy,Genale Dawa III hydroelectric plant,,Guji,operating,254,,Ethiopian Electric Power (EEP) [100%],5.5105,39.7182,https://www.gem.wiki/Genale_Dawa_III_hydroelectric_plant
,HydroEnergy,Genale Dawa V hydroelectric plant,,,pre-construction,100,,Ethiopian Electric Power (EEP) [100%],5.5201,39.7738,https://www.gem.wiki/Genale_Dawa_V_hydroelectric_plant
,HydroEnergy,Genale Dawa VI hydroelectric plant,,Bale,pre-construction,256,,Ethiopian Electric Power (EEP) [100%],5.5201,39.7738,https://www.gem.wiki/Genale_Dawa_VI_hydroelectric_plant
,HydroEnergy,Gengi hydroelectric plant,,Illubabor,cancelled - inferred 4 y,200,,Ethiopian Electric Power (EEP) [100%],8.4671,35.4475,https://www.gem.wiki/Gengi_hydroelectric_plant
,HydroEnergy,Gilgel Gibe I hydroelectric plant,,Jimma,operating,184,,Ethiopian Electric Power (EEP) [100%],7.8376,37.326,https://www.gem.wiki/Gilgel_Gibe_I_hydroelectric_plant
,HydroEnergy,Gilgel Gibe II hydroelectric plant,,Hadiya,operating,420,,Ethiopian Electric Power (EEP) [100%],7.7567,37.5626,https://www.gem.wiki/Gilgel_Gibe_II_hydroelectric_plant
,HydroEnergy,Gilgel Gibe III hydroelectric plant,,Dawro,operating,1870,,Ethiopian Electric Power (EEP) [100%],6.8482,37.3018,https://www.gem.wiki/Gilgel_Gibe_III_hydroelectric_plant
,HydroEnergy,Gilgel Gibe V hydroelectric plant,,South Omo,cancelled - inferred 4 y,660,,Ethiopian Electric Power (EEP) [100%],6.3819,36.083,https://www.gem.wiki/Gilgel_Gibe_V_hydroelectric_plant
,HydroEnergy,Gojeb hydroelectric plant,,Dawro,cancelled - inferred 4 y,153,,Ethiopian Electric Power (EEP) [100%],7.2166,36.9501,https://www.gem.wiki/Gojeb_hydroelectric_plant
,HydroEnergy,Grand Ethiopian Renaissance hydroelectric plant,,Metekel,construction,5700,,Ethiopian Electric Power (EEP) [100%],11.2165,35.0936,https://www.gem.wiki/Grand_Ethiopian_Renaissance_hydroelectric_plant
,HydroEnergy,Grand Ethiopian Renaissance hydroelectric plant,,Metekel,operating,750,,Ethiopian Electric Power (EEP) [100%],11.2165,35.0936,https://www.gem.wiki/Grand_Ethiopian_Renaissance_hydroelectric_plant
,HydroEnergy,Halelle Werabesa I hydroelectric plant,,Guraghe,pre-construction,96,,Ethiopian Electric Power (EEP),8.0556,38.0633,https://www.gem.wiki/Halelle_Werabesa_I_hydroelectric_plant
,HydroEnergy,Halelle Werabesa II hydroelectric plant,,Guraghe,pre-construction,326,,Ethiopian Electric Power (EEP) [100%],8.0556,38.0633,https://www.gem.wiki/Halelle_Werabesa_II_hydroelectric_plant
,HydroEnergy,Karadobi hydroelectric plant,,West Shewa,shelved - inferred 2 y,1600,,Ethiopian Electric Power (EEP) [100%],9.0001,37.5001,https://www.gem.wiki/Karadobi_hydroelectric_plant
,HydroEnergy,Koysha hydroelectric plant,,Gamo Gofa,construction,2160,,Ethiopian Electric Power (EEP) [100%],6.5743,36.5489,https://www.gem.wiki/Koysha_hydroelectric_plant
,HydroEnergy,Melka Wakena hydroelectric plant,,West Arsi,operating,153,,Ethiopian Electric Power (EEP) [100%],7.225,39.4618,https://www.gem.wiki/Melka_Wakena_hydroelectric_plant
,HydroEnergy,Mendya hydroelectric plant,,Oromia,cancelled - inferred 4 y,1700,,Ethiopian Electric Power (EEP) [100%],10.1089,35.4087,https://www.gem.wiki/Mendya_hydroelectric_plant
,HydroEnergy,Tams hydroelectric plant,,,shelved - inferred 2 y,1060,,Ethiopian Electric Power (EEP) [100%],7.7709,35.4166,https://www.gem.wiki/Tams_hydroelectric_plant
,HydroEnergy,Tekeze I hydroelectric plant,,Central Tigray,operating,300,,Ethiopian Electric Power (EEP) [100%],13.3493,38.7406,https://www.gem.wiki/Tekeze_I_hydroelectric_plant
,HydroEnergy,Tekeze II hydroelectric plant,,North Western Tigray,cancelled - inferred 4 y,450,,Ethiopian Electric Power (EEP) [100%],13.7401,38.2001,https://www.gem.wiki/Tekeze_II_hydroelectric_plant
,HydroEnergy,Tis Abay II hydroelectric plant,,West Gojjam,operating,73,,Ethiopian Electric Power (EEP),11.4888,37.5999,https://www.gem.wiki/Tis_Abay_II_hydroelectric_plant
,Wind Energy,Adama wind farm,,East Shewa,operating,51,,Ethiopian Electric Power Corp,8.5449,39.2301,https://www.gem.wiki/Adama_wind_farm
,Wind Energy,Adama wind farm,,East Shewa,operating,153,,Ethiopian Electric Power Corp,8.5449,39.2301,https://www.gem.wiki/Adama_wind_farm
,Wind Energy,Adigala wind farm,,Siti,shelved - inferred 2 y,150,,Ethiopian Electric Power Corp,10.4416,42.2417,https://www.gem.wiki/Adigala_wind_farm
,Wind Energy,Ashegoda wind farm,,Southern Tigray,operating,30,,Ethiopian Electric Power Corp,13.4255,39.5735,https://www.gem.wiki/Ashegoda_wind_farm
,Wind Energy,Ashegoda wind farm,,Southern Tigray,operating,45,,Ethiopian Electric Power Corp,13.4255,39.5735,https://www.gem.wiki/Ashegoda_wind_farm
,Wind Energy,Ashegoda wind farm,,Southern Tigray,operating,45,,Ethiopian Electric Power Corp,13.4255,39.5735,https://www.gem.wiki/Ashegoda_wind_farm
,Wind Energy,Assela wind farm,,,construction,100,,Ethiopian Electric Power Corp,8.1726,39.2017,https://www.gem.wiki/Assela_wind_farm
,Wind Energy,Assela wind farm,,Arsi,announced,150,,,8.1726,39.2017,https://www.gem.wiki/Assela_wind_farm
,Wind Energy,Aysha wind farm,,,operating,120,,Ethiopian Electric Power Corp,10.6971,42.5919,https://www.gem.wiki/Aysha_wind_farm
,Wind Energy,Aysha wind farm,,,operating,120,,Ethiopian Electric Power Corp,10.7538,42.5703,https://www.gem.wiki/Aysha_wind_farm
,Wind Energy,Aysha wind farm,,,announced,152,,Ethiopian Electric Power Corp,10.7538,42.5703,https://www.gem.wiki/Aysha_wind_farm
,Wind Energy,Aysha wind farm,,,announced,300,,,7.9508,43.5533,https://www.gem.wiki/Aysha_wind_farm
,Wind Energy,Debre Berhan wind farm,,,cancelled - inferred 4 y,100,,Ethiopian Electric Power Corp,9.4253,39.3579,https://www.gem.wiki/Debre_Berhan_wind_farm
,Wind Energy,Debre Berhan wind farm,,,cancelled - inferred 4 y,300,,Ethiopian Electric Power Corp,9.4253,39.3579,https://www.gem.wiki/Debre_Berhan_wind_farm
,Wind Energy,Deday wind farm,,Zone 1,announced,134,,Ethiopian Electric Power Corp,11.9037,41.7765,https://www.gem.wiki/Deday_wind_farm
,Wind Energy,Dire Dawa wind farm,,Siti,shelved - inferred 2 y,150,,Ethiopian Electric Power Corp,9.7603,41.7294,https://www.gem.wiki/Dire_Dawa_wind_farm
,Wind Energy,Mesebo-Harena wind farm,,North Shewa (Oromia Region),cancelled - inferred 4 y,42,,,10.2117,38.6521,https://www.gem.wiki/Mesebo-Harena_wind_farm
,Solar Energy,ACWA Dicheto solar farm,,Afar,cancelled,125,,ACWA Power Co,11.9041,41.5657,https://www.gem.wiki/ACWA_Dicheto_solar_farm
,Solar Energy,ACWA Gad solar farm,,Somali,cancelled,125,,ACWA Power Co,9.5091,42.0393,https://www.gem.wiki/ACWA_Gad_solar_farm
,Solar Energy,Ethiopia Roadmap (Masdar) solar farm,,,pre-construction,500,,Abu Dhabi Future Energy Co,8.8637,41.3561,https://www.gem.wiki/Ethiopia_Roadmap_(Masdar)_solar_farm
,Solar Energy,Ethiopia Roadmap (Masdar) solar farm,,,announced,1500,,Abu Dhabi Future Energy Co,8.8637,41.3561,https://www.gem.wiki/Ethiopia_Roadmap_(Masdar)_solar_farm
,Solar Energy,Gad 2 solar farm,,Somali Region,shelved - inferred 2 y,125,,,9.8652,41.8875,https://www.gem.wiki/Gad_2_solar_farm
,Solar Energy,Humera solar farm,,Tigray,shelved,100,,,14.265,36.6189,https://www.gem.wiki/Humera_solar_farm
,Solar Energy,Hurso solar farm,,Somali Region,shelved - inferred 2 y,125,,,9.6134,41.6375,https://www.gem.wiki/Hurso_solar_farm
,Solar Energy,Masdar solar farm (Ethiopia),,Oromia Region,pre-construction,500,,Masdar Clean Energy,10.2117,38.6521,https://www.gem.wiki/Masdar_solar_farm_(Ethiopia)
,Solar Energy,Mekele solar farm,,Tigray,shelved,100,,,13.5319,39.5908,https://www.gem.wiki/Mekele_solar_farm
,Solar Energy,Metehara solar farm,,Oromia,pre-construction,100,,Orchid Business Group ; Enel Green Power SpA,8.8884,40.0138,https://www.gem.wiki/Metehara_solar_farm
,Solar Energy,Metema solar farm,,Amhara Region,shelved,125,,,12.9548,36.1688,https://www.gem.wiki/Metema_solar_farm
,Solar Energy,Tigray Effort solar farm,,Tigray,shelved - inferred 2 y,500,,Lotus Energy COOP,13.779,39.6002,https://www.gem.wiki/Tigray_Effort_solar_farm
,Solar Energy,Weranso solar farm,,Afar Region,announced,150,,,11.3034,40.5337,https://www.gem.wiki/Weranso_solar_farm
,Solar Energy,Wolenchiti solar farm,,Oromia Region,shelved - inferred 2 y,150,,,8.6605,39.4205,https://www.gem.wiki/Wolenchiti_solar_farm
,Solar Energy,Hawassa solar project,,Hawassa,operating,1.2,,,7.1122,38.4048,https://www.gem.wiki/Hawassa_solar_project
,,,,,,,,,,,
Tanzania,Geothermal,Ngozi geothermal power plant,,Mbeya Region,construction,,,Tanzania Geothermal Development Company (TGDC) [100%],-9.2556,33.6434,https://www.gem.wiki/Ngozi_geothermal_power_plant
,Geothermal,Ngozi geothermal power plant,,Mbeya Region,announced,,,Tanzania Geothermal Development Company (TGDC) [100%],-9.2556,33.6434,https://www.gem.wiki/Ngozi_geothermal_power_plant
,Bioenergy,Mbeya Power Project,,Mbeya Region,announced,150,,Kibo Mining [100%],-8.9147128,33.4548536,https://www.gem.wiki/Mbeya_Power_Project
,Bioenergy,Mbeya Power Project,,Mbeya Region,announced,150,,Kibo Mining [100%],-8.9147128,33.4548536,https://www.gem.wiki/Mbeya_Power_Project
,Bioenergy,Mufindi Paper Mills power station,,Mufindi,cancelled - inferred 4 y,36,,Mufindi Paper Mills Ltd [100%],-8.7283,35.2911,https://www.gem.wiki/Mufindi_Paper_Mills_power_station
,HydroEnergy,Julius Nyerere hydroelectric plant,,Rufiji,operating,2115,,Tanzania Electric Supply Company LTD (TANESCO) [100%],-7.8032,37.8511,https://www.gem.wiki/Julius_Nyerere_hydroelectric_plant
,HydroEnergy,Kakono hydroelectric plant,,Missenyi,pre-construction,88,,Tanzania Electric Supply Company LTD (TANESCO) [100%],-1.0518,30.9332,https://www.gem.wiki/Kakono_hydroelectric_plant
,HydroEnergy,Kidatu hydroelectric plant,,Kilosa,operating,200,,Tanzania Electric Supply Company LTD (TANESCO) [100%],-7.6367,36.8866,https://www.gem.wiki/Kidatu_hydroelectric_plant
,HydroEnergy,Kihansi hydroelectric plant,,Kilombero,operating,180,,Tanzania Electric Supply Company LTD (TANESCO) [100%],-8.5751,35.8512,https://www.gem.wiki/Kihansi_hydroelectric_plant
,HydroEnergy,Kikonge hydroelectric plant,,Ludewa,announced,300,,Tanzania Electric Supply Company LTD (TANESCO) [100%],-10.2682,34.9856,https://www.gem.wiki/Kikonge_hydroelectric_plant
,HydroEnergy,Malagarasi hydroelectric plant,,Uvinza,pre-construction,49,,Tanzania Electric Supply Company LTD (TANESCO),-5.1786,30.0636,https://www.gem.wiki/Malagarasi_hydroelectric_plant
,HydroEnergy,Mpanga hydroelectric plant,,Kilombero,cancelled - inferred 4 y,160,,Tanzania Electric Supply Company LTD (TANESCO) [100%],-8.7827,35.8084,https://www.gem.wiki/Mpanga_hydroelectric_plant
,HydroEnergy,Mtera hydroelectric plant,,,operating,80,,Tanzania Electric Supply Company LTD (TANESCO) [100%],-7.1386,35.9888,https://www.gem.wiki/Mtera_hydroelectric_plant
,HydroEnergy,Pangani Falls hydroelectric plant,,Muheza,operating,68,,Tanzania Electric Supply Company LTD (TANESCO),-5.3491,38.6503,https://www.gem.wiki/Pangani_Falls_hydroelectric_plant
,HydroEnergy,Ruhudji hydroelectric plant,,Malinyi,pre-construction,358,,Government of Tanzania,-8.9328,35.9471,https://www.gem.wiki/Ruhudji_hydroelectric_plant
,HydroEnergy,Rumakali hydroelectric plant,,Makete,pre-construction,222,,Tanzania Electric Supply Company LTD (TANESCO); China Gezhouba Group Co Ltd,-9.4231,34.1018,https://www.gem.wiki/Rumakali_hydroelectric_plant
,HydroEnergy,Rusumo hydroelectric plant,,,operating,40,,Government of Tanzania [30%]; Government of Burundi [33%]; Government of Rwanda [33%],-2.3823,30.7832,https://www.gem.wiki/Rusumo_hydroelectric_plant
,Wind Energy,Arusha wind farm,,Arusha,announced,50,,,-3.3971,36.6916,https://www.gem.wiki/Arusha_wind_farm
,Wind Energy,Arusha wind farm,,Arusha,announced,50,,,-3.3971,36.6916,https://www.gem.wiki/Arusha_wind_farm
,Wind Energy,Dodoma wind farm,,Dodoma,announced,50,,,-6.1596,35.7292,https://www.gem.wiki/Dodoma_wind_farm
,Wind Energy,Dodoma wind farm,,Dodoma,announced,50,,,-6.1596,35.7292,https://www.gem.wiki/Dodoma_wind_farm
,Wind Energy,Iringa wind farm,,Iringa,announced,40,,,-7.7637,35.6913,https://www.gem.wiki/Iringa_wind_farm
,Wind Energy,Iringa wind farm,,Iringa,announced,40,,,-7.7637,35.6913,https://www.gem.wiki/Iringa_wind_farm
,Wind Energy,Iringa wind farm,,Iringa,announced,40,,,-7.7637,35.6913,https://www.gem.wiki/Iringa_wind_farm
,Wind Energy,Makambako (Norsk Vind As) wind farm,,Makambako,shelved,100,,Norsk Vind AS,-8.8453,34.823,https://www.gem.wiki/Makambako_(Norsk_Vind_As)_wind_farm
,Wind Energy,Miombo Hewani wind farm,,Makambako,cancelled - inferred 4 y,100,,Eurus Energy ; Windlab Pty Ltd,-8.631,34.8109,https://www.gem.wiki/Miombo_Hewani_wind_farm
,Wind Energy,Miombo Hewani wind farm,,Makambako,cancelled - inferred 4 y,200,,Eurus Energy ; Windlab Pty Ltd,-8.631,34.8109,https://www.gem.wiki/Miombo_Hewani_wind_farm
,Wind Energy,Njombe I wind farm,,Njombe,cancelled - inferred 4 y,100,,,-9.3352,34.7684,https://www.gem.wiki/Njombe_I_wind_farm
,Wind Energy,Njombe Ii wind farm,,Njombe,cancelled - inferred 4 y,200,,,-9.3352,34.7684,https://www.gem.wiki/Njombe_Ii_wind_farm
,Wind Energy,Singida (Wind East Africa) wind farm,,Singida,shelved,100,,Wind East Africa,-4.8405,34.7559,https://www.gem.wiki/Singida_(Wind_East_Africa)_wind_farm
,Wind Energy,Singida Ii wind farm,,,announced,100,,,-4.8405,34.7559,https://www.gem.wiki/Singida_Ii_wind_farm
,Wind Energy,Singida Iii wind farm,,,announced,200,,,-4.8405,34.7559,https://www.gem.wiki/Singida_Iii_wind_farm
,Wind Energy,Vr Holding Tanzania wind farm,,,shelved - inferred 2 y,50,,VR Holding AB,-7.2045,39.5397,https://www.gem.wiki/Vr_Holding_Tanzania_wind_farm
,Wind Energy,Zanzibar (Aseel Oilfield Services) wind farm,,Bambi,announced,200,,Aseel Oilfield Services Limited,-6.0734,39.3698,https://www.gem.wiki/Zanzibar_(Aseel_Oilfield_Services)_wind_farm
,Wind Energy,Zanzibar (Pougex Energy Proprietary) wind farm,,,announced,100,,Pougex Energy Proprietary LTD.,-5.2034,39.872,https://www.gem.wiki/Zanzibar_(Pougex_Energy_Proprietary)_wind_farm
,Wind Energy,Zanzibar (Pougex Energy Proprietary) wind farm,,,announced,50,,Pougex Energy Proprietary LTD.,-5.2034,39.872,https://www.gem.wiki/Zanzibar_(Pougex_Energy_Proprietary)_wind_farm
